Code,Name,City,Country
LSW,Lhoksumawe,Lhoksumawe,INDONESIA
LSX,Lhok Sukon,Lhok Sukon,INDONESIA
LSY,Lismore,Lismore,AUSTRALIA
LSZ,Losinj Airport,Mali Losinj,CROATIA
LTA,Letaba,Tzaneen,SOUTH AFRICA
LTB,Latrobe,Latrobe,AUSTRALIA
LTC,Lai,Lai,CHAD
LTD,Ghadames,Ghadames,LIBYAN ARAB JAMAHIRIYA
LTF,Leitre,Leitre,PAPUA NEW GUINEA
LTG,Langtang,Langtang,NEPAL
LTH,Lathrop Wells,Lathrop Wells,UNITED STATES
LTI,Altai,Altai,MONGOLIA
LTK,Latakia,Latakia,SYRIAN ARAB REPUBLIC
LTL,Lastourville,Lastourville,GABON
LTM,Lethem,Lethem,GUYANA
LTN,Luton Airport,London,UNITED KINGDOM
LTO,Loreto,Loreto,MEXICO
LTP,Lyndhurst,Lyndhurst,AUSTRALIA
LTQ,Le Touquet,Le Touquet,FRANCE
LTR,Letterkenny,Letterkenny,IRELAND
LTS,Altus AFB,Altus,UNITED STATES
LTT,La Mole,Saint Tropez,FRANCE
LTV,Lotusvale,Lotusvale,AUSTRALIA
LTW,St Marys County,Leonardtown,UNITED STATES
LUA,Lukla,Lukla,NEPAL
LUB,Lumid Pau,Lumid Pau,GUYANA
LUC,Laucala Is,Laucala Is,FIJI
LUD,Luderitz,Luderitz,NAMIBIA
LUE,Lucenec,Lucenec,SLOVAKIA
LUF,Luke AFB,Phoenix,UNITED STATES
LUG,Lugano,Lugano,SWITZERLAND
LUH,Ludhiana,Ludhiana,INDIA
LUI,La Union,La Union,HONDURAS
LUJ,Lusikisiki,Lusikisiki,SOUTH AFRICA
LUK,Lunken Airport,Cincinnati,UNITED STATES
LUL,Hesler-Noble Field,Laurel,UNITED STATES
LUM,Mangshi,Luxi,CHINA
LUN,Lusaka,Lusaka,ZAMBIA
LUO,Luena,Luena,ANGOLA
LUP,Kalaupapa,Kalaupapa,UNITED STATES
LUQ,San Luis,San Luis,ARGENTINA
LUR,Cape Lisburne,Cape Lisburne,UNITED STATES
LUS,Lusanga,Lusanga,CONGO
LUT,Laura Station,Laura Station,AUSTRALIA
LUU,Laura,Laura,AUSTRALIA
LUV,Langgur,Langgur,INDONESIA
LUW,Luwuk,Luwuk,INDONESIA
LUX,Luxembourg,Luxembourg,LUXEMBOURG
LUY,Lushoto,Lushoto,"TANZANIA, UNITED REPUBLIC OF"
LUZ,Lushan,Lushan,CHINA
LVA,Entrammes,Laval,FRANCE
LVB,Dos Galpoes,Livramento,BRAZIL
LVD,Lime Village,Lime Village,UNITED STATES
LVI,Livingstone,Livingstone,ZAMBIA
LVK,Livermore,Livermore,UNITED STATES
LVL,Lawrenceville,Lawrenceville,UNITED STATES
LVM,Mission Field,Livingston,UNITED STATES
LVO,Laverton,Laverton,AUSTRALIA
LVP,Lavan,Lavan,IRAN (ISLAMIC REPUBLIC OF)
LVS,Las Vegas,Las Vegas,UNITED STATES
LWA,Lwbak,Lwbak,PHILIPPINES
LWB,Greenbrier Valley,Lewisburg,UNITED STATES
LWC,Lawrence,Lawrence,UNITED STATES
LWE,Lewoleba,Lewoleba,INDONESIA
LWH,Lawn Hill,Lawn Hill,AUSTRALIA
LWI,Lowai,Lowai,PAPUA NEW GUINEA
LWK,Lerwick/Tingwall,Shetland Islands,UNITED KINGDOM
LWL,Harriet Field,Wells,UNITED STATES
LWM,Lawrence Municipal,Lawrence,UNITED STATES
LWN,Gyoumri,Gyoumri,RUSSIAN FEDERATION
LWO,Snilow,Lvov,RUSSIAN FEDERATION
LWR,Leeuwarden,Leeuwarden,NETHERLANDS
LWS,Nez Perce County Rgnl,Lewiston,UNITED STATES
LWT,Lewistown Municipal,Lewistown,UNITED STATES
LWV,Lawrenceville-Vincennes International,Lawrenceville,UNITED STATES
LWY,Lawas,Lawas,MALAYSIA
LXA,Lhasa,Lhasa,CHINA
LXG,Luang Namtha,Luang Namtha,LAO PEOPLE'S DEMOCRATIC REPUBLIC
LXI,Linxi,Linxi,CHINA
LXL,"Little Falls-Morrison County, Charles A Lindbergh Field",Little Falls,UNITED STATES
LXN,Lexington,Lexington,UNITED STATES
LXR,Luxor,Luxor,EGYPT
LXS,Lemnos,Lemnos,GREECE
LXU,Lukulu,Lukulu,ZAMBIA
LXV,Leadville,Leadville,UNITED STATES
LYA,Luoyang,Luoyang,CHINA
LYB,Little Cayman,Little Cayman,CAYMAN ISLANDS
LYC,Lycksele,Lycksele,SWEDEN
LYE,Lyneham,Lyneham,UNITED KINGDOM
LYG,Lianyungang,Lianyungang,CHINA
LYH,Preston-Glenn Field,Lynchburg,UNITED STATES
LYI,Linyi,Linyi,CHINA
LYK,Lunyuk,Lunyuk,INDONESIA
LYN,Bron,Lyon,FRANCE
LYO,Rice County Municipal,Lyons,UNITED STATES
LYP,Faisalabad,Faisalabad,PAKISTAN
LYR,Longyear,Longyear,NORWAY
LYS,Satolas,Lyon,FRANCE
LYT,Lady Elliot Island,Lady Elliot Island,AUSTRALIA
LYU,Ely,Ely,UNITED STATES
LYX,Lydd International Airport,Lydd,UNITED KINGDOM
LZA,Luiza,Luiza,CONGO
LZC,Lazard Cardenas,Lazaro Cardenas,MEXICO
LZD,Lanzhoudong,Lanzhou,CHINA
LZH,Liuzhou,Liuzhou,CHINA
LZI,Luozi,Luozi,CONGO
LZM,Luzamba,Luzamba,ANGOLA
LZO,Luzhou,Luzhou,CHINA
LZR,Lizard Island,Lizard Island,AUSTRALIA
M21,Muhlenberg County,Greenville,UNITED STATES
M33,Sumner County Regional,Gallatin,UNITED STATES
M50,Trent Lott International; Jackson County,Pascagoula,UNITED STATES
M54,Lebanon Municipal,Lebanon,UNITED STATES
MAA,Chennai,Chennai,INDIA
MAB,Maraba,Maraba,BRAZIL
MAC,Macon Downtown,Macon,UNITED STATES
MAD,Madrid Metropolitan Area,Madrid,SPAIN
MAE,Madera Municipal,Madera,UNITED STATES
MAF,Odessa Regional,Midland,UNITED STATES
MAG,Madang,Madang,PAPUA NEW GUINEA
MAH,Menorca,Menorca,SPAIN
MAI,Marianna Municipal,Marianna,UNITED STATES
MAJ,Majuro,Majuro,MARSHALL ISLANDS
MAK,Malakal,Malakal,SUDAN
MAL,Mangole,Mangole,INDONESIA
MAM,Matamoros,Matamoros,MEXICO
MAN,Manchester Metropolitan Area,Manchester,UNITED KINGDOM
MAO,Eduardo Gomes Intl,Manaus,BRAZIL
MAP,Mamai,Mamai,PAPUA NEW GUINEA
MAQ,Mae Sot,Mae Sot,THAILAND
MAR,La Chinita,Maracaibo,VENEZUELA
MAS,Momote,Manus Island,PAPUA NEW GUINEA
MAT,Matadi,Matadi,CONGO
MAU,Maupiti,Maupiti,FRENCH POLYNESIA
MAV,Maloelap Island,Maloelap Island,MARSHALL ISLANDS
MAW,Malden,Malden,UNITED STATES
MAX,Matam,Matam,SENEGAL
MAY,Mangrove Cay,Mangrove Cay,BAHAMAS
MAZ,Eugenio M De Hostos,Mayaguez,PUERTO RICO
MBA,Moi International,Mombasa,KENYA
MBB,Marble Bar,Marble Bar,AUSTRALIA
MBC,Mbigou,Mbigou,GABON
MBD,Mmbatho International,Mmabatho,SOUTH AFRICA
MBE,Monbetsu,Monbetsu,JAPAN
MBF,Mount Buffalo,Mount Buffalo,AUSTRALIA
MBG,Mobridge,Mobridge,UNITED STATES
MBH,Maryborough,Maryborough,AUSTRALIA
MBI,Mbeya,Mbeya,"TANZANIA, UNITED REPUBLIC OF"
MBJ,Sangster Intl,Montego Bay,JAMAICA
MBK,Matupa,Matupa,BRAZIL
MBL,Manistee County-Blacker,Manistee,UNITED STATES
MBM,Mkambati,Mkambati,SOUTH AFRICA
MBN,Mt Barnett,Mt Barnett,AUSTRALIA
MBO,Mabatho International,Mmabatho International,PHILIPPINES
MBP,Moyobamba,Moyobamba,PERU
MBQ,Mbarara,Mbarara,UGANDA
MBR,Mbout,Mbout,MAURITANIA
MBS,Bay City,Saginaw,UNITED STATES
MBT,Murfreesboro Municipal,Murfreesboro,UNITED STATES
MBU,Mbambanakira,Mbambanakira,SOLOMON ISLANDS
MBV,Masa,Masa,PAPUA NEW GUINEA
MBW,Moorabbin,Moorabbin,AUSTRALIA
MBX,Maribor,Maribor,SLOVENIA
MBY,Moberly,Moberly,UNITED STATES
MBZ,Maues,Maues,BRAZIL
MCA,Macenta,Macenta,GUINEA
MCB,Pike County,Mccomb,UNITED STATES
MCC,Mcclellan AFB,Sacramento,UNITED STATES
MCD,Mackinac Island,Mackinac Island,UNITED STATES
MCE,Merced Municipal Arpt,Merced,UNITED STATES
MCF,Mac Dill AFB,Tampa,UNITED STATES
MCG,McGrath,McGrath,UNITED STATES
MCH,Machala,Machala,ECUADOR
MCI,Kansas City International,Kansas City,UNITED STATES
MCJ,Maicao,Maicao,COLOMBIA
MCK,McCook Municipal,McCook,UNITED STATES
MCL,Mt Mckinley,Mt Mckinley,UNITED STATES
MCM,Monte Carlo Heliport,Monte Carlo,MONACO
MCN,Lewis B Wilson,Macon,UNITED STATES
MCO,Orlando International,Orlando,UNITED STATES
MCP,Macapa Internacional,Macapa,BRAZIL
MCQ,Miskolc,Miskolc,HUNGARY
MCR,Melchor De Menco,Melchor De Menco,GUATEMALA
MCS,Monte Caseros,Monte Caseros,ARGENTINA
MCT,Seeb,Muscat,OMAN
MCU,Gueret (Lepaud),Montlucon,FRANCE
MCV,Mcarthur River,Mcarthur River,AUSTRALIA
MCW,Mason City,Mason City,UNITED STATES
MCX,Makhachkala,Makhachkala,RUSSIAN FEDERATION
MCY,Maroochydore,Sunshine Coast,AUSTRALIA
MCZ,Palmares,Maceio,BRAZIL
MDA,Martindale AAF,San Antonio,UNITED STATES
MDC,Samratulangi,Manado,INDONESIA
MDD,Airpark,Midland,UNITED STATES
MDE,Medellin Metropolitan Area,Medellin,COLOMBIA
MDF,Taylor Co,Medford,UNITED STATES
MDG,Mudanjiang,Mudanjiang,CHINA
MDH,Southern Illinois,Carbondale,UNITED STATES
MDI,Makurdi,Makurdi,NIGERIA
MDJ,City-county,Madras,UNITED STATES
MDK,Mbandaka,Mbandaka,ZAIRE
MDL,Annisaton,Mandalay,MYANMAR
MDM,Munduku,Munduku,PAPUA NEW GUINEA
MDN,Jefferson Proving Ground,Madison,UNITED STATES
MDO,Intermediate,Middleton Island,UNITED STATES
MDP,Mindiptana,Mindiptana,INDONESIA
MDQ,Mar Del Plata,Mar Del Plata,ARGENTINA
MDR,Medfra,Medfra,UNITED STATES
MDS,Middle Caicos,Middle Caicos,TURKS AND CAICOS ISLANDS
MDT,Harrisburg International,Harrisburg,UNITED STATES
MDU,Mendi,Mendi,PAPUA NEW GUINEA
MDV,Medouneu,Medouneu,GABON
MDW,Midway,Chicago,UNITED STATES
MDX,Mercedes,Mercedes,ARGENTINA
MDZ,El Plumerillo,Mendoza,ARGENTINA
MEA,Macae,Macae,BRAZIL
MEB,Essendon,Melbourne,AUSTRALIA
MEC,Manta,Manta,ECUADOR
MED,Mohammad Bin Abdulaziz,Madinah,SAUDI ARABIA
MEE,Mare,Mare,NEW CALEDONIA
MEF,Melfi,Melfi,CHAD
MEG,Malange,Malange,ANGOLA
MEH,Mehamn,Mehamn,NORWAY
MEI,Key Field,Meridian,UNITED STATES
MEJ,Meadville,Meadville,UNITED STATES
MEK,Meknes,Meknes,MOROCCO
MEL,Melbourne Metropolitan Area,Melbourne,AUSTRALIA
MEM,Memphis Metropolitan Area,Memphis,UNITED STATES
MEN,Brenoux,Mende,FRANCE
MEO,Dare County Regional,Manteo,UNITED STATES
MEP,Mersing,Mersing,MALAYSIA
MEQ,Seunagan,Meulaboh,INDONESIA
MER,Castle AFB,Merced,UNITED STATES
MES,Polania,Medan,INDONESIA
MET,Moreton,Moreton,AUSTRALIA
MEU,Monte Dourado,Monte Dourado,BRAZIL
MEV,Douglas County,Minden-Tahoe,UNITED STATES
MEW,Mweka,Mweka,CONGO
MEX,Juarez International,Ciudad de Mexico,MEXICO
MEY,Meghauli,Meghauli,NEPAL
MEZ,Messina,Messina,SOUTH AFRICA
MFA,Mafia,Mafia,"TANZANIA, UNITED REPUBLIC OF"
MFB,Monfort,Monfort,COLOMBIA
MFC,Mafeteng,Mafeteng,LESOTHO
MFD,Mansfield Lahm Municipal Airport,Mansfield,UNITED STATES
MFE,Miller International,Mcallen,UNITED STATES
MFF,Moanda,Moanda,GABON
MFG,Muzaffarabad,Muzaffarabad,PAKISTAN
MFH,Mesquite,Mesquite,UNITED STATES
MFI,Marshfield,Marshfield,UNITED STATES
MFJ,Moala,Moala,FIJI
MFK,Matsu,Matsu,"TAIWAN, REPUBLIC OF CHINA"
MFL,Mount Full Stop,Mount Full Stop,AUSTRALIA
MFM,Macau,Macau,CHINA
MFN,Milford Sound,Milford Sound,NEW ZEALAND
MFO,Manguna,Manguna,EGYPT
MFP,Manners Creek,Manners Creek,AUSTRALIA
MFQ,Maradi,Maradi,NIGER
MFR,Jackson County,Medford,UNITED STATES
MFS,Miraflores,Miraflores,COLOMBIA
MFT,Machu Picchu,Machu Picchu,PERU
MFU,Mfuwe,Mfuwe,ZAMBIA
MFV,Accomack County,Melfa,UNITED STATES
MFW,Magaruque,Magaruque,MOZAMBIQUE
MFX,Meribel,Meribel,FRANCE
MFY,Mayfa'ah,Mayfa'ah,YEMEN
MFZ,Mesalia,Mesalia,PAPUA NEW GUINEA
MGA,Augusto C Sandino,Managua,NICARAGUA
MGB,Mount Gambier,Mount Gambier,AUSTRALIA
MGC,Michigan City Arpt,Michigan City,UNITED STATES
MGD,Magdalena,Magdalena,BOLIVIA
MGE,Dobbins Air Reserve Base,Marietta,UNITED STATES
MGF,Maringa,Maringa,BRAZIL
MGG,Margarima,Margarima,PAPUA NEW GUINEA
MGH,Margate,Margate,SOUTH AFRICA
MGI,Matagorda AFB,Matagorda Island,UNITED STATES
MGJ,Orange County,Montgomery,UNITED STATES
MGK,Mong Ton,Mong Ton,MYANMAR
MGL,Moenchen-Gl. - DUS Exp,Dusseldorf,GERMANY
MGM,Montgomery Metropolitan Area,Montgomery,UNITED STATES
MGN,Baracoa,Magangue,COLOMBIA
MGO,Manega,Manega,GABON
MGP,Manga,Manga,PAPUA NEW GUINEA
MGQ,Mogadishu International,Mogadishu,SAUDI ARABIA
MGR,Moultrie Municipal,Moultrie,UNITED STATES
MGS,Mamgaia Island,Mamgaia Island,COOK ISLANDS
MGT,Milingimbi,Milingimbi,AUSTRALIA
MGU,Manaung,Manaung,MYANMAR
MGV,Margaret River,Margaret River,AUSTRALIA
MGW,Morgantown,Morgantown,UNITED STATES
MGX,Moabi,Moabi,GABON
MGY,Dayton General Airport South,Dayton,UNITED STATES
MGZ,Myeik,Myeik,MYANMAR
MHA,Mahdia,Mahdia,GUYANA
MHB,Mechanics Bay,Auckland,NEW ZEALAND
MHC,Macmahon Camp 4,Macmahon Camp 4,AUSTRALIA
MHD,Mashad,Mashad,IRAN (ISLAMIC REPUBLIC OF)
MHE,Mitchell Municipal,Mitchell,UNITED STATES
MHF,Morichal,Morichal,COLOMBIA
MHG,Mannheim Arpt,Mannheim,GERMANY
MHH,Marsh Harbor International,Marsh Harbour,BAHAMAS
MHI,Musha,Musha,DJIBOUTI
MHJ,Misrak Gashamo,Misrak Gashamo,ETHIOPIA
MHK,Manhattan Municipal,Manhattan,UNITED STATES
MHL,Memorial Municipal,Marshall,UNITED STATES
MHM,Intermediate,Minchumina,UNITED STATES
MHN,Mullen,Mullen,UNITED STATES
MHO,Mount House,Mount House,AUSTRALIA
MHP,Minsk International 1,Minsk,BELARUS
MHQ,Mariehamn,Mariehamn,FINLAND
MHR,Mather AFB,Sacramento,UNITED STATES
MHS,Rep,Mount Shasta,UNITED STATES
MHT,Manchester Municipal,Manchester,UNITED STATES
MHU,Mount Hotham,Mount Hotham,AUSTRALIA
MHV,Mojave,Mojave,UNITED STATES
MHW,Monteagudo,Monteagudo,BOLIVIA
MHX,Manihiki Island,Manihiki Island,COOK ISLANDS
MHY,Morehead,Morehead,PAPUA NEW GUINEA
MHZ,Mildenhall AB,Mildenhall,UNITED KINGDOM
MIA,Miami International,Miami,UNITED STATES
MIB,Minot AFB,Minot,UNITED STATES
MIC,Crystal,Minneapolis,UNITED STATES
MID,Rejon,Merida,MEXICO
MIE,Delaware County-Johnson Field,Muncie,UNITED STATES
MIF,Roy Hurd Memorial,Monahans,UNITED STATES
MIG,Neubiberg Ab,Munich,GERMANY
MIH,Mitchell Plateau,Mitchell Plateau,AUSTRALIA
MII,Dr Gastao Vidigal,Marilia,BRAZIL
MIK,Mikkeli,Mikkeli,FINLAND
MIL,Milan Metropolitan Area,Milan,ITALY
MIM,Merimbula,Merimbula,AUSTRALIA
MIN,Minnipa,Minnipa,AUSTRALIA
MIO,Miami,Miami,UNITED STATES
MIP,Mitspeh Ramon,Mitspeh Ramon,ISRAEL
MIQ,Omaha Millard,Omaha Millard,UNITED STATES
MIR,Habib Bourguiba International,Monastir,TUNISIA
MIS,Misima Island,Misima Island,PAPUA NEW GUINEA
MIT,Kern County,Shafter,UNITED STATES
MIU,Maiduguri,Maiduguri,NIGERIA
MIV,Millville,Millville,UNITED STATES
MIW,Marshalltown Municipal Airport,Marshalltown,UNITED STATES
MIX,Miriti,Miriti,COLOMBIA
MIY,Mittiebah,Mittiebah,AUSTRALIA
MIZ,Mainoru,Mainoru,AUSTRALIA
MJA,Manja,Manja,MADAGASCAR
MJB,Mejit Island,Mejit Island,MARSHALL ISLANDS
MJC,Man,Man,COTE D'IVOIRE
MJD,Moenjodaro,Moenjodaro,PAKISTAN
MJE,Majkin,Majkin,MARSHALL ISLANDS
MJF,Kjaerstad,Mosjoen,NORWAY
MJG,Mayajigua,Mayajigua,CUBA
MJH,Majma,Majma,SAUDI ARABIA
MJI,Mitiga,Mitiga,LIBYAN ARAB JAMAHIRIYA
MJJ,Moki,Moki,PAPUA NEW GUINEA
MJK,Shark Bay,Monkey Mia,AUSTRALIA
MJL,Mouila,Mouila,GABON
MJM,Mbuji Mayi,Mbuji Mayi,ZAIRE
MJN,Amborovy,Majunga,MADAGASCAR
MJO,Mount Etjo Lodge,Mount Etjo Lodge,NAMIBIA
MJP,Manjimup,Manjimup,AUSTRALIA
MJQ,Jackson,Jackson,UNITED STATES
MJR,Miramar,Miramar,ARGENTINA
MJS,Maganja Da Costa,Maganja Da Costa,MOZAMBIQUE
MJT,Mytilene,Mytilene,GREECE
MJU,Mamuju,Mamuju,INDONESIA
MJV,San Javier,Murcia,SPAIN
MJW,Mahenye,Mahenye,ZIMBABWE
MJX,Robert J. Miller,Toms River,UNITED STATES
MJY,Mangunjaya,Mangunjaya,INDONESIA
MJZ,Mirnyj,Mirnyj,RUSSIAN FEDERATION
MKA,Marianske Lazne,Marianske Lazne,CZECH REPUBLIC
MKB,Mekambo,Mekambo,GABON
MKC,Kansas City Downtown,Kansas City,UNITED STATES
MKD,Chagni,Chagni,ETHIOPIA
MKE,General Mitchell,Milwaukee,UNITED STATES
MKF,Mckenna AAF,Columbus,UNITED STATES
MKG,Muskegon,Muskegon,UNITED STATES
MKH,Mokhotlong,Mokhotlong,LESOTHO
MKI,M'Boki,M'Boki,CENTRAL AFRICAN REPUBLIC
MKJ,Makoua,Makoua,CONGO
MKK,Molokai,Hoolehua,UNITED STATES
MKL,Mckellar,Jackson,UNITED STATES
MKM,Mukah,Mukah,MALAYSIA
MKN,Malekolon,Malekolon,PAPUA NEW GUINEA
MKO,Davis Field,Muskogee,UNITED STATES
MKP,Makemo,Makemo,FRENCH POLYNESIA
MKQ,Mopah,Merauke,INDONESIA
MKR,Meekatharra,Meekatharra,AUSTRALIA
MKS,Mekane Salam,Mekane Selam,ETHIOPIA
MKT,Mankato,Mankato,UNITED STATES
MKU,Makokou,Makokou,GABON
MKV,Mt Cavenagh,Mt Cavenagh,AUSTRALIA
MKW,Rendani,Manokwari,INDONESIA
MKX,Mukalla,Mukalla,YEMEN
MKY,Mackay,Mackay,AUSTRALIA
MKZ,Batu Berendum,Malacca,MALAYSIA
MLA,Luqa,Malta,MALTA
MLB,Melbourne Intl,Melbourne,UNITED STATES
MLC,McAlester Regional,Mcalester,UNITED STATES
MLD,Malad City,Malad City,UNITED STATES
MLE,Male International,Male,MALDIVES
MLF,Milford,Milford,UNITED STATES
MLG,Malang,Malang,INDONESIA
MLH,EuroAirport French FR,Basel/Mulhouse,FRANCE
MLI,Quad-City,Moline,UNITED STATES
MLJ,Baldwin County,Milledgeville,UNITED STATES
MLK,Malta,Malta,UNITED STATES
MLL,Marshall,Marshall,UNITED STATES
MLM,Morelia,Morelia,MEXICO
MLN,Melilla,Melilla,SPAIN
MLO,Milos,Milos,GREECE
MLP,Malabang,Malabang,PHILIPPINES
MLQ,Malalaua,Malalaua,PAPUA NEW GUINEA
MLR,Millicent,Millicent,AUSTRALIA
MLS,Miles City Municipal,Miles City,UNITED STATES
MLT,Millinocket Municipal,Millinocket,UNITED STATES
MLU,Monroe Municipal,Monroe,UNITED STATES
MLV,Merluna,Merluna,AUSTRALIA
MLW,Sprigg Payne,Monrovia,LIBERIA
MLX,Malatya,Malatya,TURKEY
MLY,Manley Hot Springs,Manley Hot Springs,UNITED STATES
MLZ,Melo,Melo,URUGUAY
MMA,Malmo Metropolitan Area,Malmo,SWEDEN
MMB,Memanbetsu,Memanbetsu,JAPAN
MMC,Ciudad Mante,Ciudad Mante,MEXICO
MMD,Maridor,Minami Daito,JAPAN
MME,Teesside Intl,Teesside,UNITED KINGDOM
MMF,Mamfe,Mamfe,CAMEROON
MMG,Mount Magnet,Mount Magnet,AUSTRALIA
MMH,Mammoth Lakes,Mammoth Lakes,UNITED STATES
MMI,McMinn County,Athens,UNITED STATES
MMJ,Matsumoto,Matsumoto,JAPAN
MMK,Murmansk,Murmansk,RUSSIAN FEDERATION
MML,Marshall Municipal Airport-Ryan Field,Marshall,UNITED STATES
MMM,Middlemount,Middlemount,AUSTRALIA
MMN,Minute Man Airfield,Stow,UNITED STATES
MMO,Vila Do Maio,Maio,CAPE VERDE
MMP,Mompos,Mompos,AUSTRALIA
MMQ,Mbala,Mbala,ZAMBIA
MMR,Camp Maybry AHP,Austin,UNITED STATES
MMS,Selfs,Marks,UNITED STATES
MMT,Mc Entire ANG Base,Columbia,UNITED STATES
MMU,Morristown Municipal,Morristown,UNITED STATES
MMV,Mal,Mal,PAPUA NEW GUINEA
MMW,Moma,Moma,MOZAMBIQUE
MMX,Sturup,Malmo,SWEDEN
MMY,Hirara,Miyako Jima,JAPAN
MMZ,Maimana,Maimana,AFGHANISTAN
MNA,Melangguane,Melangguane,INDONESIA
MNB,Moanda,Moanda,ZAIRE
MNC,Nacala,Nacala,MOZAMBIQUE
MND,Medina,Medina,COLOMBIA
MNE,Mungeranie,Mungeranie,AUSTRALIA
MNF,Mana Island Airstrip,Mana Island,FIJI
MNG,Maningrida,Maningrida,AUSTRALIA
MNH,Minneriya,Minneriya,SRI LANKA
MNJ,Mananjary,Mananjary,MADAGASCAR
MNK,Maiana,Maiana,KIRIBATI
MNL,Ninoy Aquino Intl,Manila,PHILIPPINES
MNM,Menominee,Menominee,UNITED STATES
MNN,Marion Municipal,Marion,UNITED STATES
MNO,Manono,Manono,CONGO
MNP,Maron,Maron,PAPUA NEW GUINEA
MNQ,Monto,Monto,AUSTRALIA
MNR,Mongu,Mongu,ZAMBIA
MNS,Mansa,Mansa,ZAMBIA
MNT,Minto,Minto,UNITED STATES
MNU,Maulmyine,Maulmyine,MYANMAR
MNV,Mountain Valley,Mountain Valley,AUSTRALIA
MNW,Macdonald Downs,Macdonald Downs,AUSTRALIA
MNX,Manicore,Manicore,BRAZIL
MNY,Mono,Mono,SOLOMON ISLANDS
MNZ,Harry P Davis Field,Manassas,UNITED STATES
MOA,Orestes Acosta,Moa,CUBA
MOB,Mobile Metropolitan Area,Mobile,UNITED STATES
MOC,Montes Claros,Montes Claros,BRAZIL
MOD,Modesto Municipal,Modesto,UNITED STATES
MOE,Momeik,Momeik,MYANMAR
MOF,Waioti,Maumere,INDONESIA
MOG,Mong Hsat,Mong Hsat,MYANMAR
MOH,Mohanbari,Mohanbari,INDIA
MOI,Mitiaro Island,Mitiaro Island,COOK ISLANDS
MOK,Mankono,Mankono,COTE D'IVOIRE
MOL,Aro,Molde,NORWAY
MOM,Moudjeria,Moudjeria,MAURITANIA
MON,Mount Cook Airport,Mount Cook,NEW ZEALAND
MOO,Moomba,Moomba,AUSTRALIA
MOP,Mount Pleasant Municipal,Mount Pleasant,UNITED STATES
MOQ,Morondava,Morondava,MADAGASCAR
MOR,Moore-Murrell,Morristown,UNITED STATES
MOS,Intermediate,Moses Point,UNITED STATES
MOT,Minot International,Minot,UNITED STATES
MOU,Mountain Village,Mountain Village,UNITED STATES
MOV,Moranbah,Moranbah,AUSTRALIA
MOW,Moscow Metropolitan Area,Moscow,RUSSIAN FEDERATION
MOX,Morris Municipal,Morris,UNITED STATES
MOY,Monterrey,Monterrey,COLOMBIA
MOZ,Temae,Moorea,FRENCH POLYNESIA
MPA,Mpacha,Mpacha,NAMIBIA
MPB,Watson Island International Seaplane Base,Miami,UNITED STATES
MPC,Muko-Muko,Muko-Muko,INDONESIA
MPD,Mirpur Khas,Mirpur Khas,PAKISTAN
MPE,Griswold,Madison,UNITED STATES
MPF,Mapoda,Mapoda,PAPUA NEW GUINEA
MPG,Makini,Makini,PAPUA NEW GUINEA
MPH,Malay,Caticlan,PHILIPPINES
MPI,Mamitupo,Mamitupo,PANAMA
MPJ,Petit Jean Park,Morrilton,UNITED STATES
MPK,Mokpo,Mokpo,"KOREA, REPUBLIC OF"
MPL,Frejorgues,Montpellier,FRANCE
MPM,Maputo International,Maputo,MOZAMBIQUE
MPN,Mount Pleasant,Mount Pleasant,UNITED KINGDOM
MPO,Pocono Mountains Municipal,Mount Pocono,UNITED STATES
MPP,Mulatupo,Mulatupo,PANAMA
MPQ,Maan,Maan,JORDAN
MPR,McPherson,Mcpherson,UNITED STATES
MPS,Mount Pleasant,Mount Pleasant,UNITED STATES
MPT,Maliana,Maliana,EAST TIMOR
MPU,Mapua,Mapua,PAPUA NEW GUINEA
MPV,Edward F. Knapp State Airport,Barre-Montpelier,UNITED STATES
MPW,Mariupol,Mariupol,RUSSIAN FEDERATION
MPX,Miyanmin,Miyanmin,PAPUA NEW GUINEA
MPY,Maripasoula,Maripasoula,FRENCH GUIANA
MPZ,Mount Pleasant Municipal Airport,Mt Pleasant,UNITED STATES
MQA,Mandora,Mandora,AUSTRALIA
MQB,Macomb Municipal Airport,Macomb,UNITED STATES
MQD,Maquinchao,Maquinchao,ARGENTINA
MQE,Marqua,Marqua,AUSTRALIA
MQF,Magnitogorsk,Magnitogorsk,RUSSIAN FEDERATION
MQG,Midgard,Midgard,NAMIBIA
MQH,Minacu,Minacu,BRAZIL
MQI,Quincy,Quincy,UNITED STATES
MQJ,Indianapolis Mount Comfort,Indianapolis,UNITED STATES
MQK,San Matias,San Matias,BOLIVIA
MQL,Mildura,Mildura,AUSTRALIA
MQN,Mo I Rana,Mo I Rana,NORWAY
MQP,Kruger Mpumalanga ,Nelspruit,SOUTH AFRICA
MQQ,Moundou,Moundou,CHAD
MQR,Mosquera,Mosquera,COLOMBIA
MQS,Mustique,Mustique,SAINT VINCENT AND THE GRENADINES
MQT,Marquette Metropolitan Area,Marquette,UNITED STATES
MQU,Mariquita,Mariquita,COLOMBIA
MQW,Telfair-Wheeler,Mc Rae,UNITED STATES
MQX,Makale,Makale,ETHIOPIA
MQY,Smyrna/Rutherford County Airport,Smyrna,UNITED STATES
MRA,Misurata,Misurata,LIBYAN ARAB JAMAHIRIYA
MRB,Martinsburg,Martinsburg,UNITED STATES
